type	latitude	longitude	altitude (m)	color	opacity	name	desc
T	-1.374519289	36.734194116	1788.9				
T	-1.375723523	36.733960280	1788.6				
T	-1.377799498	36.733397974	1754.5				
T	-1.380954486	36.732800470	1777.2				
T	-1.387038958	36.731868506	1771.2				
T	-1.389587499	36.731606526	1770.2				
T	-1.391320772	36.731425589	1770.9				
T	-1.392952634	36.731257920	1769.0				
T	-1.394074663	36.731142724	1771.1				
T	-1.394890743	36.731058937	1770.6				
T	-1.395625787	36.731189041	1769.2				
T	-1.396279796	36.731533263	1769.8				
T	-1.397127502	36.731754906	1767.0				
T	-1.397763001	36.731888893	1762.0				
T	-1.398172861	36.731842771	1759.3				
T	-1.398593573	36.731898150	1755.6				
T	-1.399538378	36.731997461	1747.2				
T	-1.399970576	36.732154575	1743.8				
T	-1.400310971	36.732424962	1741.0				
T	-1.398883954	36.732687626	1750.7				
T	-1.392752651	36.733339162	1769.3				
T	-1.388673121	36.733757415	1770.4				
T	-1.384493141	36.734186758	1769.4				
T	-1.380620408	36.734584482	1770.5				
T	-1.375329405	36.735134250	1784.7				
T	-1.373106962	36.735377429	1798.8				
T	-1.371175079	36.735575941	1803.6				
T	-1.369551020	36.735744697	1803.6				
T	-1.368143021	36.735899669	1807.2				
T	-1.366937723	36.736032322	1817.3				
T	-1.365934410	36.736142756	1822.3				
T	-1.365124126	36.736226783	1825.9				
T	-1.364006772	36.736340594	1830.7				
T	-1.364209932	36.736319901	1830.5				
T	-1.367478262	36.736382144	1815.4				
T	-1.370813990	36.736122622	1799.6				
T	-1.378327735	36.735515486	1751.1				
T	-1.382527800	36.735110563	1765.3				
T	-1.386400291	36.734710817	1769.1				
T	-1.389480218	36.734600396	1766.0				
T	-1.392346652	36.734410529	1766.6				
T	-1.394713714	36.734374606	1765.8				
T	-1.396265340	36.734420327	1765.6				
T	-1.397500452	36.734396462	1762.8				
T	-1.398648510	36.734475173	1754.4				
T	-1.399479828	36.734485892	1746.1				
T	-1.400209236	36.734508109	1739.4				
T	-1.400735412	36.734550139	1734.4				
T	-1.401363548	36.734583266	1739.9				
T	-1.401872001	36.734535777	1746.0				
T	-1.402684494	36.734460404	1755.1				
T	-1.404622534	36.734382154	1759.0				
T	-1.405761531	36.734249957	1745.2				
T	-1.406691249	36.734145966	1738.1				
T	-1.407510932	36.734061075	1741.5				
T	-1.408321650	36.733984994	1748.8				
T	-1.409028801	36.733919946	1754.4				
T	-1.409936963	36.733836398	1760.6				
T	-1.410640845	36.733772916	1764.8				
T	-1.410589998	36.733261368	1764.6				
T	-1.409831921	36.732815653	1761.2				
T	-1.408397672	36.732740291	1754.6				
T	-1.407485621	36.732825392	1745.1				
T	-1.406664258	36.732912366	1740.0				
T	-1.405635011	36.733024729	1748.0				
T	-1.404713818	36.733235830	1758.3				
T	-1.403501829	36.733458748	1763.7				
T	-1.402294823	36.733673121	1753.4				
T	-1.400776312	36.733923867	1733.4				
T	-1.399438782	36.734075875	1744.4				
T	-1.397930824	36.734555389	1760.6				
T	-1.396409039	36.734817912	1767.2				
T	-1.394776344	36.734985648	1764.3				
T	-1.392746362	36.735295930	1764.3				
T	-1.390431143	36.735841131	1767.4				
T	-1.388707162	36.736119654	1764.6				
T	-1.384964768	36.736812963	1769.0				
T	-1.383446050	36.737072448	1768.6				
T	-1.382028913	36.737320507	1765.0				
T	-1.380601127	36.737647577	1749.2				
T	-1.379385012	36.737874427	1745.2				
T	-1.378094893	36.738135788	1769.8				
T	-1.376870668	36.738260103	1774.8				
T	-1.375642571	36.738381780	1768.4				
T	-1.374523777	36.738498372	1775.3				
T	-1.374015384	36.738551387	1779.4				
T	-1.375123099	36.738332408	1769.7				
T	-1.376816803	36.737748562	1773.8				
T	-1.379490075	36.736927895	1745.3				
T	-1.383139380	36.736075060	1766.8				
T	-1.387450956	36.734911635	1771.4				
T	-1.391366256	36.733893290	1768.9				
T	-1.395598762	36.732943493	1769.5				
T	-1.399333067	36.732020532	1748.8				
T	-1.402455546	36.731294396	1751.3				
T	-1.405294720	36.730915186	1762.5				
T	-1.407541516	36.730454663	1746.4				
T	-1.409273447	36.730283772	1749.1				
T	-1.410586755	36.730163994	1761.4				
T	-1.411496925	36.730078956	1766.6				
T	-1.412507280	36.729984707	1771.9				
T	-1.413015389	36.729934462	1770.5				
T	-1.413850493	36.730056755	1770.1				
T	-1.414359631	36.730005407	1770.5				
T	-1.415277093	36.729912130	1772.2				
T	-1.416095910	36.729826466	1771.8				
T	-1.416608070	36.729772673	1770.4				
T	-1.415993545	36.729837180	1772.1				
T	-1.414868474	36.729954344	1771.6				
T	-1.413545387	36.730087182	1770.1				
T	-1.412020671	36.730238374	1769.7				
T	-1.410405010	36.730387364	1760.9				
T	-1.408990310	36.730516564	1748.0				
T	-1.407459701	36.730670109	1744.9				
T	-1.406120818	36.730819114	1755.7				
T	-1.404985763	36.730950378	1764.6				
T	-1.403965631	36.731053979	1765.5				
T	-1.402952060	36.731146471	1756.5				
T	-1.402343363	36.731201976	1750.5				
T	-1.403064194	36.731238835	1757.1				
T	-1.403885663	36.731266546	1763.4				
T	-1.404609333	36.731297446	1764.2				
T	-1.405341731	36.731316149	1760.1				
T	-1.406086438	36.731435714	1751.4				
T	-1.406727772	36.731568513	1742.8				
T	-1.406464567	36.732006689	1743.6				
T	-1.405867632	36.732279150	1749.0				
T	-1.405064110	36.732575746	1755.4				
T	-1.403944782	36.732801052	1761.3				
T	-1.403256650	36.733069775	1761.4				
T	-1.404557841	36.732737922	1759.0				
T	-1.405373405	36.732540879	1752.3				
T	-1.406188413	36.732345541	1745.3				
T	-1.407502979	36.731998188	1743.6				
T	-1.406875847	36.731962141	1741.8				
T	-1.404780356	36.731890317	1760.7				
T	-1.403331313	36.731830126	1758.0				
T	-1.401562905	36.731581593	1740.9				
T	-1.399888512	36.731333563	1744.0				
T	-1.398487145	36.730883223	1758.7				
T	-1.398610104	36.730039555	1757.0				
T	-1.398971980	36.729471684	1748.5				
T	-1.399933335	36.728749102	1741.1				
T	-1.401078671	36.727928000	1757.1				
T	-1.401917187	36.727136707	1765.3				
T	-1.402876977	36.726540472	1770.1				
T	-1.403741124	36.725940043	1768.5				
T	-1.404417440	36.725451206	1767.0				
T	-1.405094200	36.724962049	1767.5				
T	-1.404551978	36.724709695	1765.4				
T	-1.403477827	36.724307850	1764.1				
T	-1.402935852	36.724055601	1764.0				
T	-1.402373765	36.723597867	1766.7				
T	-1.402333371	36.723186748	1768.7				
T	-1.402804761	36.722719282	1770.9				
T	-1.403171262	36.722269535	1772.3				
T	-1.401219247	36.722374046	1770.5				
T	-1.399347514	36.722131968	1767.2				
T	-1.399845405	36.721985015	1769.6				
T	-1.401157432	36.721760181	1773.3				
T	-1.402881464	36.721480299	1773.7				
T	-1.404820417	36.721280819	1770.7				
T	-1.406453483	36.721112564	1769.2				
T	-1.407883473	36.720963780	1770.2				
T	-1.408915062	36.720960375	1768.6				
T	-1.408528711	36.721204321	1768.0				
T	-1.407652240	36.721705765	1768.5				
T	-1.406186667	36.722469194	1764.1				
T	-1.401257833	36.724732308	1765.5				
T	-1.398600113	36.725780376	1746.2				
T	-1.396299285	36.726538621	1743.5				
T	-1.394179910	36.727104479	1763.6				
T	-1.392659415	36.727374138	1771.6				
T	-1.393250742	36.727103976	1769.8				
T	-1.394445626	36.726654205	1757.9				
T	-1.396237458	36.725921450	1744.4				
T	-1.398036104	36.725323804	1745.5				
T	-1.400191079	36.724309088	1763.3				
T	-1.401274755	36.723910617	1767.5				
T	-1.402159031	36.723517541	1767.3				
T	-1.400144688	36.722877823	1768.8				
T	-1.398045517	36.722453287	1755.3				
T	-1.394519838	36.722304800	1754.8				
T	-1.390320467	36.721589377	1753.3				
T	-1.386354263	36.721112273	1765.3				
T	-1.383817994	36.720524860	1766.5				
T	-1.382951955	36.720105476	1767.8				
T	-1.385927546	36.718967416	1764.1				
T	-1.388295287	36.717916616	1768.9				
T	-1.392658097	36.716256667	1779.0				
T	-1.393850740	36.715816220	1776.6				
T	-1.393136590	36.715899118	1779.4				
T	-1.390079518	36.716230048	1781.0				
T	-1.387232928	36.716564335	1803.7				
T	-1.384991793	36.716779068	1791.2				
T	-1.383645291	36.716700481	1792.4				
T	-1.384747959	36.716398181	1795.4				
T	-1.387051340	36.715782980	1809.9				
T	-1.389458428	36.715198460	1797.1				
T	-1.391676422	36.714729610	1785.0				
T	-1.392705833	36.714716380	1783.4				
T	-1.390638935	36.715660492	1784.0				
T	-1.388167955	36.716661753	1796.8				
T	-1.384691344	36.717907537	1777.9				
T	-1.381009873	36.719195011	1774.1				
T	-1.377266749	36.720744131	1795.0				
T	-1.374090086	36.721803660	1796.2				
T	-1.371691272	36.722462819	1803.0				
T	-1.370970481	36.722612830	1793.3				
T	-1.375254879	36.721162173	1795.1				
T	-1.378098742	36.719912024	1782.1				
T	-1.380574656	36.718940857	1778.0				
T	-1.382656516	36.718191528	1771.6				
T	-1.383243643	36.717910413	1771.2				
T	-1.382453887	36.718216788	1772.5				
T	-1.381057833	36.718597173	1782.0				
T	-1.379232030	36.718955583	1775.2				
T	-1.376839875	36.719640360	1786.2				
T	-1.374744653	36.720186700	1795.2				
T	-1.373254547	36.720656895	1798.2				
T	-1.372350828	36.720854792	1801.4				
T	-1.372858634	36.720801409	1799.6				
T	-1.376186433	36.720237262	1792.7				
T	-1.379291121	36.719559630	1772.1				
T	-1.382407222	36.718748118	1773.7				
T	-1.385542251	36.718202898	1774.3				
T	-1.387775361	36.717870410	1775.1				
T	-1.389131145	36.718025597	1763.5				
T	-1.388773831	36.718565839	1757.3				
T	-1.387451047	36.719748466	1758.5				
T	-1.385149855	36.721434611	1770.1				
T	-1.382660171	36.723253865	1782.2				
T	-1.379804929	36.725513243	1790.5				
T	-1.377045994	36.727662239	1790.0				
T	-1.374719757	36.729303887	1764.5				
T	-1.373496289	36.730185010	1794.0				
T	-1.373830344	36.730456665	1791.5				
T	-1.375337261	36.730366014	1762.6				
T	-1.377805550	36.730143815	1783.5				
T	-1.381448607	36.729557734	1783.9				
T	-1.384710409	36.729224755	1778.8				
T	-1.387259292	36.728968226	1776.5				
T	-1.388818861	36.729115761	1774.1				
T	-1.388544180	36.729452411	1773.8				
T	-1.387210432	36.730514584	1772.5				
T	-1.385753854	36.731383425	1773.2				
T	-1.384002630	36.732387472	1771.5				
T	-1.382352123	36.733378605	1764.7				
T	-1.380599744	36.734380689	1771.1				
T	-1.379118526	36.735221893	1754.9				
T	-1.379927185	36.734949690	1766.4				
T	-1.381436027	36.734501378	1770.8				
T	-1.386214485	36.732878562	1771.5				
T	-1.388313932	36.732251590	1763.6				
T	-1.389639332	36.732115385	1769.0				
T	-1.388650839	36.732525477	1762.4				
T	-1.387071323	36.733201899	1772.8				
T	-1.385196160	36.734011123	1770.6				
T	-1.382527800	36.735110563	1765.3				
T	-1.380033920	36.736063467	1756.8				
T	-1.377377867	36.737177082	1772.8				
T	-1.375194437	36.738016282	1771.9				
T	-1.373721017	36.738685381	1779.6				
T	-1.377156553	36.738025513	1775.5				
T	-1.380327535	36.736957115	1748.3				
T	-1.383832012	36.735797546	1766.0				
T	-1.386410614	36.734812636	1769.0				
T	-1.387511567	36.734493886	1769.6				
T	-1.386889440	36.734454868	1768.8				
T	-1.385869865	36.734559518	1770.4				
T	-1.383933240	36.734758971	1767.0				
T	-1.375377231	36.735640015	1783.0				
T	-1.373459907	36.735852136	1796.0				
T	-1.372136833	36.735987282	1800.3				
T	-1.371794661	36.735614467	1802.7				
T	-1.372438108	36.734831993	1803.9				
T	-1.377024657	36.731831428	1756.9				
T	-1.379488033	36.730487750	1783.7				
T	-1.381448607	36.729557734	1783.9				
T	-1.382122422	36.729081181	1781.5				
T	-1.381222960	36.729372641	1784.1				
T	-1.379829521	36.729828383	1782.8				
T	-1.377960811	36.730645059	1782.4				
T	-1.375747150	36.731355257	1766.7				
T	-1.373624521	36.732437831	1792.3				
T	-1.371465399	36.733292373	1808.4				
T	-1.369808729	36.734086604	1815.3				
T	-1.368740391	36.734708036	1811.3				
T	-1.369133582	36.734562714	1812.7				
T	-1.371708201	36.733676929	1807.4				
T	-1.372778735	36.733149620	1797.6				
T	-1.373556251	36.732756010	1793.1				
T	-1.374071677	36.732802130	1791.0				
T	-1.373688539	36.733050558	1793.0				
T	-1.372728769	36.733668932	1799.1				
T	-1.371488350	36.734523908	1808.6				
T	-1.369752329	36.735722542	1803.8				
T	-1.368250338	36.737014839	1809.8				
T	-1.366919708	36.737978909	1818.6				
T	-1.366087334	36.738788344	1822.7				
T	-1.366794877	36.738714104	1817.6				
T	-1.369609332	36.738407681	1799.3				
T	-1.373149108	36.738030160	1783.7				
T	-1.374290981	36.738214730	1779.3				
T	-1.374005848	36.738449903	1779.9				
T	-1.373426693	36.738819359	1780.0				
T	-1.372470568	36.739439278	1784.9				
T	-1.371121956	36.740203660	1793.2				
T	-1.369675425	36.740977947	1804.8				
T	-1.368522662	36.741715122	1804.7				
T	-1.367740662	36.742103517	1806.6				
T	-1.368440860	36.741928705	1804.5				
T	-1.369628386	36.741498248	1804.6				
T	-1.371165107	36.740611815	1795.5				
T	-1.372917768	36.739804409	1784.2				
T	-1.374565500	36.738906523	1773.8				
T	-1.375336937	36.738413250	1769.2				
T	-1.374240200	36.738734749	1777.4				
T	-1.373064765	36.739271157	1781.1				
T	-1.371785225	36.739719521	1789.6				
T	-1.370808567	36.740134092	1794.0				
T	-1.369934607	36.740537973	1802.4				
T	-1.370528338	36.740370736	1797.4				
T	-1.371604908	36.739945385	1790.3				
T	-1.373165559	36.739260113	1780.5				
T	-1.374747032	36.738680617	1772.5				
T	-1.375846336	36.738360794	1768.1				
T	-1.373808119	36.739503581	1778.9				
T	-1.372444945	36.740164986	1787.3				
T	-1.370704028	36.741073807	1800.2				
T	-1.369344060	36.741732932	1804.0				
T	-1.368257618	36.742152767	1804.7				
T	-1.369049530	36.741865903	1803.5				
T	-1.371006535	36.741041465	1798.6				
T	-1.373940843	36.739798843	1779.5				
T	-1.376696236	36.738585731	1772.6				
T	-1.378841699	36.737526464	1753.3				
T	-1.379603092	36.737020120	1744.8				
T	-1.377183678	36.737299347	1773.4				
T	-1.375347487	36.737486270	1775.0				
T	-1.370091523	36.738148956	1796.0				
T	-1.368008489	36.738683681	1810.0				
T	-1.366623075	36.739040013	1818.5				
T	-1.367316507	36.738862357	1813.5				
T	-1.369397061	36.738327490	1800.6				
T	-1.372787749	36.737453915	1786.0				
T	-1.380315040	36.735733219	1762.9				
T	-1.382864013	36.735383997	1765.3				
T	-1.384219041	36.735551735	1766.9				
T	-1.383465498	36.736246912	1767.2				
T	-1.382406789	36.736974385	1766.2				
T	-1.380955432	36.738031673	1752.4				
T	-1.378937932	36.739477964	1756.1				
T	-1.376629085	36.741059194	1763.4				
T	-1.374170947	36.742876549	1793.0				
T	-1.372159504	36.744317694	1796.1				
T	-1.371001868	36.745053822	1793.3				
T	-1.372019362	36.744949854	1796.6				
T	-1.374118455	36.744423953	1791.7				
T	-1.377423497	36.743764961	1770.0				
T	-1.381135481	36.742957715	1739.9				
T	-1.385501812	36.742114282	1761.0				
T	-1.385012441	36.742370645	1759.2				
T	-1.380365354	36.744485361	1742.0				
T	-1.377898820	36.745466508	1766.0				
T	-1.374447605	36.746754944	1777.2				
T	-1.375237749	36.746466988	1777.5				
T	-1.377291804	36.745530605	1771.4				
T	-1.380334325	36.744178755	1743.4				
T	-1.382984921	36.742871209	1738.4				
T	-1.384777454	36.742085564	1758.0				
T	-1.385439688	36.741502134	1761.0				
T	-1.383688082	36.741570598	1754.1				
T	-1.379594724	36.741982040	1753.2				
T	-1.377364364	36.742220829	1762.4				
T	-1.376234848	36.742138076	1776.5				
T	-1.380318419	36.740040713	1738.0				
T	-1.383609655	36.738701077	1759.3				
T	-1.386342268	36.737186745	1768.9				
T	-1.388798785	36.736007207	1764.7				
T	-1.390073213	36.735363113	1767.0				
T	-1.389471592	36.735527824	1764.4				
T	-1.388289069	36.736060751	1766.3				
T	-1.386504891	36.736758238	1769.6				
T	-1.384027755	36.737733034	1765.8				
T	-1.381942396	36.738557152	1758.6				
T	-1.380340676	36.739214915	1738.5				
T	-1.381466049	36.739009558	1750.6				
T	-1.383681930	36.738386543	1761.0				
T	-1.386791712	36.737552804	1770.3				
T	-1.390208130	36.736687493	1765.5				
T	-1.392523572	36.736142167	1764.3				
T	-1.393758371	36.736118928	1762.7				
T	-1.392473588	36.736662013	1764.9				
T	-1.390199534	36.737615123	1764.4				
T	-1.386722117	36.738898614	1764.0				
T	-1.380184432	36.741713185	1749.8				
T	-1.377822132	36.742688416	1759.4				
T	-1.378618708	36.742401239	1753.6				
T	-1.380479391	36.741578707	1745.6				
T	-1.388343349	36.738627238	1762.6				
T	-1.392586037	36.736753464	1765.0				
T	-1.396633928	36.735001110	1768.0				
T	-1.399336096	36.734087378	1745.4				
T	-1.400240268	36.733778684	1737.3				
T	-1.399336096	36.734087378	1745.4				
T	-1.398043586	36.734646328	1760.1				
T	-1.396144636	36.735257083	1767.3				
T	-1.393758371	36.736118928	1762.7				
T	-1.391565684	36.736857686	1764.2				
T	-1.389689422	36.737667600	1762.9				
T	-1.388995847	36.737944082	1761.0				
T	-1.390372442	36.737288402	1765.0				
T	-1.396286177	36.734624313	1766.4				
T	-1.399818627	36.732685817	1744.1				
T	-1.402273885	36.731516421	1748.3				
T	-1.403741362	36.730869616	1764.7				
T	-1.402193702	36.731729207	1746.6				
T	-1.400641359	36.732592757	1737.5				
T	-1.398874146	36.733620923	1749.8				
T	-1.396908915	36.734663415	1765.6				
T	-1.395461622	36.735636133	1765.8				
T	-1.394482987	36.736148127	1763.3				
T	-1.395176373	36.735871289	1764.7				
T	-1.397951384	36.734760164	1761.0				
T	-1.399849666	36.734029860	1740.4				
T	-1.401449804	36.733442894	1740.0				
T	-1.402252176	36.733265641	1752.1				
T	-1.401765439	36.733516513	1744.5				
T	-1.399017898	36.735055476	1753.1				
T	-1.396759063	36.736224891	1763.5				
T	-1.394506088	36.737381747	1764.2				
T	-1.392333928	36.738325507	1766.8				
T	-1.391059304	36.738969625	1759.3				
T	-1.391559184	36.738815977	1762.0				
T	-1.392752478	36.738386119	1766.9				
T	-1.395311797	36.737197294	1763.7				
T	-1.398248845	36.735658693	1758.1				
T	-1.401024648	36.734308714	1735.9				
T	-1.403267329	36.733171576	1762.3				
T	-1.404361550	36.732864244	1760.5				
T	-1.403187205	36.733384613	1762.7				
T	-1.401240524	36.734388805	1738.8				
T	-1.398259119	36.735761056	1757.8				
T	-1.394720538	36.737463167	1763.7				
T	-1.391682040	36.739009553	1761.2				
T	-1.388927844	36.740319169	1762.0				
T	-1.387357509	36.741099339	1762.4				
T	-1.388132588	36.740608070	1762.3				
T	-1.390294723	36.739562194	1758.1				
T	-1.393956377	36.738055879	1764.4				
T	-1.398874307	36.735692801	1752.8				
T	-1.403421654	36.733671913	1763.5				
T	-1.407205615	36.732132897	1743.1				
T	-1.409576650	36.731290522	1757.6				
T	-1.410586588	36.731197781	1765.5				
T	-1.407711011	36.733009213	1746.9				
T	-1.404953940	36.734550223	1756.7				
T	-1.401746489	36.736300695	1733.1				
T	-1.398611200	36.738199832	1759.4				
T	-1.395818550	36.740133863	1762.0				
T	-1.393871030	36.741260351	1760.1				
T	-1.394666674	36.740973185	1761.3				
T	-1.397032973	36.739906754	1760.9				
T	-1.401081159	36.737923566	1734.3				
T	-1.405401285	36.735841448	1750.7				
T	-1.409735254	36.733854961	1759.4				
T	-1.413082905	36.732606836	1775.5				
T	-1.414899826	36.732214179	1774.7				
T	-1.414327309	36.732686311	1775.4				
T	-1.411610068	36.734301200	1767.7				
T	-1.409381758	36.735438832	1754.0				
T	-1.407252528	36.736566628	1737.2				
T	-1.405178780	36.737724050	1747.0				
T	-1.403795645	36.738273311	1741.2				
T	-1.403185168	36.738333064	1736.9				
T	-1.403863930	36.737958764	1743.6				
T	-1.405042981	36.737430063	1750.0				
T	-1.406432913	36.736651087	1733.3				
T	-1.407598185	36.735911943	1737.6				
T	-1.408385218	36.735632694	1746.7				
T	-1.405956073	36.737118997	1738.4				
T	-1.403719588	36.738483141	1739.1				
T	-1.401456867	36.739648388	1741.6				
T	-1.400282078	36.740398832	1755.6				
T	-1.401071933	36.740004591	1746.9				
T	-1.402552325	36.739112042	1729.4				
T	-1.404689251	36.737980142	1747.1				
T	-1.407446218	36.736444059	1738.5				
T	-1.409754340	36.735094550	1755.5				
T	-1.411315428	36.734433594	1766.7				
T	-1.410759680	36.735002841	1763.4				
T	-1.410094980	36.735477723	1758.8				
T	-1.408292489	36.736780840	1747.6				
T	-1.405314409	36.738941909	1736.4				
T	-1.401419189	36.741416474	1758.2				
